,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
intensity,195.2534915254237,137.82461016949154,154.0709152542373,114.83220474684832,192.35166101694915,44.63084013034843,93.23825549076243,122.89494787489976,136.53918644067795,58.1356646152528,240.8067118644068,289.5425762711864,202.98698305084744,172.04447457627117,112.69281355932203,29.143809500381295,86.78497465801951,70.29194107817393,99.02786062413617,88.93399139981972,97.36276796787338,239.83756462134411,237.04167446682888,200.01893639387697,112.74722334702376,186.68381759483455,79.89484958408906,97.60314644302386,370.8924745762712,101.38640258998285,253.36284745762708,404.4246779661016,291.7346440677966,268.13315254237284,124.0797288135593,87.45510991777144,173.57559322033896,245.93654237288132,98.3495212414704,95.41405148339645,357.0235932203389,155.48427118644068,481.9049491525423,67.38555190333658,206.5046779661017,92.30705940431135,107.99809261673667,196.30079313342023,162.7141694915254,186.31579661016949,407.76234546959597,297.3751186440678,79.88276593889002,62.03165942485654,42.305976806422834,74.03059115336916,21.46091576018214,35.29253797050407,55.341202079546896,50.666215057925726,51.71457627118644,45.285239758112596,55.357732113394334,60.317638108119525,424.40393220338984,221.0988474576271,136.95071186440677,232.05213559322033,58.50418976031353,41.788575970441016,88.64895697522816,205.82406779661017,44.122243237783934,27.698602665286582,47.41231750293673,100.34655965877202,51.32739711898786,74.22137279973883,50.421522251796276,88.64895697522816,205.82406779661017,50.421522251796276,100.34655965877202,51.32739711898786,27.698602665286582,44.122243237783934,47.41231750293673,74.22137279973883
sd_x,107.83568396792853,70.7583390196178,72.72163381879852,73.93593070315434,133.7215271560368,97.20678105655071,71.52026187150814,110.92550311453564,60.92831332506826,87.56657860245915,53.43939717809305,63.32141874264352,78.3710652975358,72.91456287607322,79.54273975417973,174.57088827462624,65.85358592781871,79.02412147953048,125.08415294969005,82.69105957986874,111.73124471320139,40.18446363474292,78.49901926495761,66.87657462306603,68.4097847044844,53.57677791544346,125.186518714085,77.61485166389843,42.156987058625184,88.93990540667582,50.52866131407377,40.13103216703663,73.27286710411909,97.60376141651244,81.27165620123542,104.34590944190884,68.47867477885646,80.1174492825146,94.35741997565056,70.44412155853632,38.390073515731984,85.67338025810818,68.7360509975631,157.69936517725546,74.97283684498402,84.36759283218655,147.6309510065597,47.57712827603935,56.70269807551844,71.95380442412542,48.04861625222267,42.94801215894209,200.82595651382547,132.03293824034031,154.07082834095542,243.08066898240855,202.17483809977162,193.05953749171923,138.0642788393224,134.78918875278615,126.78621733045809,165.56293965105777,110.19211824251575,84.18021711065306,48.450114009548656,70.50332552010184,120.38324241186986,54.357884467769026,114.39383737678088,135.44636940582438,125.37632612512925,46.43358876739142,148.63614449902906,175.21400290859896,183.38758658899715,160.87380679903518,158.53412127501812,81.38366727388416,111.34088912636481,125.37632612512925,46.43358876739142,111.34088912636481,160.87380679903518,158.53412127501812,175.21400290859896,148.63614449902906,183.38758658899715,81.38366727388416
